customer_id,age,income,city_tier,spend_fmcg,spend_electronics,spend_entertainment,pref_brand,fitness,family_oriented,tech_savvy,eco_friendly
C00843,41,40796,2,17.7,31.2,31.6,1,0,0,0,0
C00844,34,47679,2,47.2,56.1,49.3,2,0,0,1,0
C00845,30,96977,1,60.9,52.6,57.3,4,1,0,0,0
C00846,48,20632,3,24.4,36.6,41.4,2,0,0,0,0
C00847,23,59857,2,45.9,79.9,40.3,1,0,0,0,0
C00848,36,60277,2,40.6,18.5,20.8,1,1,0,0,1
C00849,34,101099,1,76.8,57.4,70.2,4,1,1,0,0
C00850,25,25878,3,12.6,24.3,47.8,1,1,0,1,0
C00851,34,144825,1,77.7,44.5,81.8,2,0,1,0,1
C00852,42,101090,1,61.4,66.4,62.5,4,1,1,0,0
C00853,49,27030,3,45.9,52.7,41.5,5,0,0,1,1
C00854,22,19525,3,32.9,36.1,44.9,1,0,0,1,0
C00855,59,78058,1,67.0,86.9,33.1,2,1,0,1,0
C00856,59,67829,2,62.3,35.8,45.6,2,1,0,0,0
C00857,50,35684,3,53.0,23.8,17.4,4,1,1,1,0
C00858,61,34239,3,62.0,49.5,35.4,4,0,1,0,0
C00859,38,59814,2,50.0,44.2,43.6,3,1,0,0,0
C00860,56,34304,2,50.9,46.5,38.6,3,0,0,0,1
C00861,52,28044,3,18.3,39.0,48.1,4,1,1,1,0
C00862,44,17241,3,40.2,37.1,33.1,4,0,1,0,0
C00863,26,15703,3,41.6,57.6,28.4,4,1,1,1,0
C00864,44,52989,2,63.4,55.3,15.3,1,0,0,1,1
C00865,60,90463,1,56.4,58.3,60.9,2,0,1,1,0
C00866,64,30646,3,49.0,45.6,41.2,3,0,1,0,0
C00867,39,28107,3,48.4,60.3,44.1,3,0,1,0,0
C00868,29,28322,3,62.4,33.8,18.2,5,1,0,0,0
C00869,53,60306,1,75.4,76.4,18.3,3,1,1,0,0
C00870,21,77900,1,78.1,51.7,50.1,3,1,0,0,0
C00871,25,15580,3,19.4,52.7,33.5,1,0,0,0,0
C00872,44,39932,1,60.8,38.1,48.3,2,0,0,0,0
C00873,64,29629,3,10.7,24.3,40.0,2,0,1,0,1
C00874,33,40585,2,56.8,36.9,36.1,4,0,0,0,1
C00875,38,30453,3,55.1,29.7,43.1,4,0,1,0,0
C00876,33,31927,3,58.5,65.9,57.1,2,0,0,0,1
C00877,38,42258,2,34.8,51.4,39.8,1,0,0,0,0
C00878,18,57378,2,36.5,28.5,28.1,5,1,1,0,0
C00879,45,41735,2,43.2,24.3,40.5,5,0,1,0,0
C00880,46,26926,2,66.7,28.3,58.3,4,1,1,0,1
C00881,32,51541,2,70.4,31.6,42.9,4,0,1,1,0
C00882,30,44114,2,56.9,37.5,46.3,2,1,0,0,1
C00883,53,22249,3,50.0,56.7,15.9,5,1,0,0,0
C00884,26,74691,2,65.0,25.5,39.6,3,1,0,1,0
C00885,20,49482,1,79.8,86.1,38.5,3,1,1,0,0
C00886,19,54785,2,39.1,25.9,26.8,4,0,0,0,0
C00887,59,37564,2,43.1,18.9,34.7,2,0,1,1,0
C00888,35,98165,1,72.8,41.6,68.0,1,0,0,0,1
C00889,22,85968,1,83.7,52.3,41.4,3,0,0,0,0
C00890,59,54741,2,28.2,37.3,37.3,3,1,0,0,0
C00891,24,38188,2,60.4,45.7,32.9,4,0,0,0,1
C00892,33,20215,3,53.2,46.1,43.4,3,1,1,0,0
C00893,18,98545,1,67.2,42.2,37.3,1,0,1,0,1
C00894,49,115415,1,80.6,59.1,50.7,2,0,0,1,0
C00895,50,28001,3,73.5,2.8,46.8,1,0,1,0,0
C00896,53,19391,3,21.4,27.3,41.7,1,1,0,1,0
C00897,30,54236,2,27.0,67.2,34.9,3,1,0,0,0
C00898,33,128549,1,77.1,78.1,52.5,4,0,0,0,0
C00899,62,82048,1,82.3,62.1,43.7,3,0,0,0,0
C00900,56,68273,2,48.4,25.6,24.1,1,1,1,0,0
C00901,19,40745,2,41.3,44.2,34.0,1,0,0,0,0
C00902,50,49473,2,33.1,46.6,39.5,4,0,1,1,0
C00903,56,92391,1,68.8,58.0,43.8,5,0,0,0,0
C00904,44,54966,2,62.0,2.1,57.1,4,0,0,0,0
C00905,48,20210,3,57.0,87.4,23.9,4,0,0,1,1
C00906,18,39881,2,65.3,57.0,19.2,5,1,1,0,0
C00907,19,62353,2,51.0,37.0,38.9,4,0,0,0,0
C00908,19,103831,1,78.8,33.1,51.2,3,0,1,0,0
C00909,25,68901,2,26.3,54.8,20.6,5,0,1,1,0
C00910,64,72549,2,52.0,47.4,34.8,4,0,1,0,0
C00911,47,25841,3,39.5,41.4,42.2,2,0,1,1,0
C00912,54,23055,3,36.6,46.9,20.2,1,0,0,0,1
C00913,31,33443,3,28.5,38.3,23.1,1,0,1,1,0
C00914,62,29456,3,59.2,46.0,27.3,5,0,0,0,0
C00915,27,18859,3,51.8,50.9,32.5,4,0,1,0,0
C00916,60,18539,3,52.5,45.1,43.3,1,0,0,0,0
C00917,19,89838,1,86.1,65.2,66.1,3,0,0,1,0
C00918,18,76454,1,65.3,57.1,40.3,4,0,0,0,0
C00919,21,49669,2,24.9,16.0,62.0,2,0,0,0,1
C00920,55,63406,2,43.1,28.0,23.5,2,0,1,0,0
C00921,30,95180,1,80.8,58.1,47.5,2,0,1,0,0
C00922,39,33311,3,21.5,29.1,43.1,1,1,1,0,0
C00923,40,25855,2,40.2,34.1,46.9,2,0,0,1,0
C00924,55,53167,2,80.6,59.3,40.0,5,1,0,1,0
C00925,34,93893,1,83.4,54.4,70.3,1,0,1,0,0
C00926,18,30917,2,26.3,12.6,38.8,1,1,0,0,1
C00927,36,66902,1,52.7,73.0,56.9,4,1,1,0,0
C00928,31,19746,3,71.5,40.9,36.2,3,1,1,0,0
C00929,52,50271,2,48.0,40.6,28.1,4,0,1,0,0
C00930,53,35174,3,55.5,48.3,51.6,1,0,0,0,0
C00931,22,75282,2,39.9,47.1,46.6,3,0,1,1,1
C00932,55,39821,2,37.3,37.9,15.9,3,0,0,0,0
C00933,21,56581,2,46.2,22.1,51.2,1,0,0,0,0
C00934,47,28492,3,35.1,33.4,46.3,3,0,0,0,0
C00935,36,27422,3,55.9,30.7,31.1,3,0,1,1,0
C00936,32,87979,1,100.0,70.5,67.0,2,1,1,0,0
C00937,40,26898,3,58.3,50.4,51.7,4,1,1,0,0
C00938,32,113751,1,94.6,69.1,82.3,2,0,0,0,0
C00939,55,31890,3,41.8,52.4,40.3,2,1,0,0,0
C00940,63,58796,1,74.0,50.8,75.3,4,0,1,0,0
C00941,56,59946,2,30.3,62.6,33.9,4,0,0,0,0
C00942,38,30577,3,63.0,50.1,42.8,4,1,0,0,0
C00943,41,86299,1,56.4,63.0,45.5,1,0,1,0,0
C00944,39,64142,2,49.2,49.1,25.6,3,0,1,1,1
C00945,55,52350,2,31.8,29.9,25.3,3,0,0,1,1
C00946,43,84009,1,74.6,52.7,36.0,5,1,0,0,0
C00947,40,25757,3,24.4,30.9,27.4,4,1,1,0,0
C00948,37,15000,3,46.5,51.2,16.7,4,1,1,0,0
C00949,35,24497,3,50.6,41.2,36.5,1,0,0,1,0
C00950,43,41646,2,49.8,37.9,28.8,1,0,1,0,0
C00951,50,35169,2,31.4,27.3,20.6,2,0,0,0,1
C00952,38,108680,1,78.4,64.7,67.8,4,1,0,0,0
C00953,55,90084,1,64.9,71.0,59.3,4,1,0,0,1
C00954,56,79403,1,57.9,55.3,76.7,5,1,0,1,0
C00955,38,21469,3,40.7,33.6,22.2,3,1,0,0,0
C00956,60,26851,3,73.6,29.9,40.8,5,0,1,0,0
C00957,26,31196,3,30.7,58.8,47.4,1,0,0,0,0
C00958,61,39662,2,61.2,53.2,61.6,4,0,0,0,0
C00959,31,49939,2,27.7,25.5,52.3,3,0,0,1,1
C00960,44,60850,2,54.8,57.5,22.9,4,0,0,0,0
C00961,31,25799,2,55.6,37.8,45.3,5,0,1,0,0
C00962,38,49280,2,37.3,30.8,38.1,2,1,1,0,1
C00963,33,71414,1,100.0,71.4,61.9,2,0,1,0,0
C00964,51,77323,1,76.1,92.7,39.9,4,1,0,0,0
C00965,21,21864,3,35.8,20.2,58.0,1,0,1,0,0
C00966,57,51720,2,52.9,51.6,49.4,5,1,1,0,0
C00967,60,37022,3,28.8,36.7,22.8,2,1,0,0,0
C00968,44,73521,1,68.8,51.6,62.9,1,0,0,1,0
C00969,43,53646,2,22.9,44.3,40.9,3,0,0,0,0
C00970,50,119894,1,74.8,38.8,38.3,4,0,1,1,1
C00971,27,43124,2,27.8,9.3,14.7,1,0,0,0,0
C00972,53,116293,1,68.7,68.2,69.0,5,0,0,0,0
C00973,28,80106,1,78.5,59.0,52.3,1,1,1,0,0
C00974,49,36136,3,27.1,20.9,12.9,1,0,0,0,0
C00975,32,59377,2,35.1,45.6,39.7,4,0,1,1,1
C00976,53,53838,2,31.0,19.1,48.0,2,0,0,0,0
C00977,55,49179,2,25.3,40.2,32.4,5,0,0,0,1
C00978,27,42199,2,61.2,64.1,35.7,4,1,0,1,0
C00979,47,50947,2,39.6,51.6,41.9,1,0,0,0,0
C00980,41,97947,1,86.0,92.8,32.5,3,0,0,0,0
C00981,31,24918,3,35.7,52.7,15.0,3,0,1,0,0
C00982,45,23021,3,58.7,67.3,24.1,3,0,0,0,0
C00983,64,23432,3,33.6,82.0,30.2,2,1,1,0,1
C00984,18,62405,2,67.5,47.1,24.7,5,1,0,0,1
C00985,62,104503,1,51.5,56.9,69.2,4,1,0,1,1
C00986,58,20830,3,52.6,46.5,42.6,1,0,0,0,0
C00987,42,41642,2,60.5,63.9,21.7,4,0,1,0,0
C00988,46,87587,1,65.6,64.3,50.6,1,0,1,0,0
C00989,35,69094,2,24.4,55.6,48.6,4,0,0,0,0
C00990,24,32162,3,30.9,27.4,27.2,3,1,0,0,0
C00991,44,34351,2,62.6,45.6,45.2,1,0,0,0,0
C00992,56,23349,3,32.9,2.7,51.6,1,1,1,1,0
C00993,28,19183,3,59.6,25.7,49.6,2,0,1,0,1
C00994,51,74649,1,90.9,57.9,71.1,5,0,1,0,0
C00995,53,35027,3,47.1,34.5,50.0,4,1,1,0,0
C00996,53,32217,2,24.2,20.5,28.7,3,0,1,0,1
C00997,33,29764,2,35.9,32.5,64.8,1,0,1,0,0
C00998,36,63428,1,61.1,67.8,79.9,1,0,1,1,1
C00999,37,26795,3,48.4,38.7,48.8,4,1,1,0,0
C01000,58,57759,2,46.4,40.9,30.7,2,0,1,0,0
C01001,60,88748,1,66.9,46.1,35.8,3,1,0,1,0
C01002,37,64696,2,37.6,34.9,41.5,1,0,0,0,0
C01003,63,44738,1,61.3,45.5,59.5,1,0,0,0,0
C01004,44,103766,1,84.2,62.7,53.5,5,1,1,0,0
C01005,36,46098,2,29.6,68.9,32.5,4,1,0,0,1
C01006,18,59143,2,61.2,56.7,48.3,5,1,0,0,0
C01007,46,16728,3,43.3,34.7,13.0,2,1,1,0,0
C01008,48,50061,2,40.1,35.7,30.6,5,1,0,1,0
C01009,63,26476,3,51.9,43.1,50.7,4,0,1,0,0
C01010,51,64446,2,43.9,49.0,20.2,2,0,1,0,0
C01011,19,30184,2,20.1,56.4,50.0,5,1,0,0,1
C01012,44,50384,2,29.1,19.9,21.5,1,0,0,0,0
C01013,52,36434,2,60.9,46.6,24.0,5,1,1,0,0
C01014,41,28159,3,46.3,8.3,33.2,1,0,0,1,0
C01015,38,59715,2,19.8,37.3,57.5,4,1,0,0,0
C01016,56,105743,1,83.3,78.0,26.9,4,1,0,1,1
C01017,46,43312,2,36.6,18.7,14.2,1,0,1,0,0
C01018,50,30795,3,31.9,16.0,18.2,4,1,0,0,0
C01019,39,107218,1,82.9,44.9,44.3,2,0,1,0,0
C01020,31,29459,2,60.0,60.8,18.7,4,0,0,0,0
C01021,42,28827,3,15.5,44.9,49.3,4,1,1,0,0
C01022,63,30990,3,32.4,11.4,35.8,4,1,0,0,1
C01023,46,23382,3,46.8,14.8,34.6,5,0,1,0,0
C01024,51,34865,2,68.7,41.5,38.6,1,0,1,0,1
C01025,23,61786,2,53.3,22.3,25.4,2,0,1,1,0
C01026,64,35006,2,32.3,42.1,36.7,1,1,0,0,0
C01027,29,23885,3,67.9,42.9,20.7,4,1,0,0,0
C01028,63,49498,2,24.7,32.7,51.2,1,0,0,0,1
C01029,38,29472,3,49.0,67.2,22.7,3,0,0,0,0
C01030,61,42167,2,52.3,48.9,40.3,4,1,1,1,0
C01031,59,41442,2,31.8,58.2,22.6,5,0,1,0,0
C01032,53,25618,3,55.5,53.8,28.6,4,0,1,1,0
C01033,61,62579,2,37.3,37.7,30.5,1,1,1,0,0
C01034,46,39296,3,55.4,37.1,70.8,3,1,1,0,0
C01035,57,31156,2,17.4,35.5,34.8,1,0,0,1,0
C01036,26,53941,2,50.0,50.2,25.1,5,0,0,0,0
C01037,21,36418,2,38.8,30.2,29.7,4,1,0,0,0
C01038,43,62735,2,62.2,65.9,16.9,5,0,1,0,0
C01039,56,38268,2,44.3,28.8,33.0,2,1,0,1,0
C01040,53,66507,1,85.2,59.2,47.9,5,1,0,1,0
C01041,42,68214,1,84.0,76.4,92.7,5,0,1,0,0
C01042,42,49047,2,43.1,33.2,45.8,1,1,0,0,0
C01043,46,54039,2,56.8,72.6,24.1,5,0,0,1,0
C01044,58,56046,2,56.9,33.4,32.6,2,0,1,0,0
C01045,57,79884,1,63.2,46.5,73.6,4,0,1,0,0
C01046,23,33376,2,10.6,30.0,26.3,1,1,0,0,0
C01047,45,94555,1,92.6,28.9,51.7,2,0,1,0,0
C01048,35,24669,3,65.8,38.5,42.4,5,1,1,0,0
C01049,55,32260,3,26.2,23.2,41.5,1,0,1,0,1
C01050,41,65845,1,84.2,48.8,51.6,2,0,0,0,0
C01051,64,29971,2,55.6,49.1,48.1,5,0,0,0,1
C01052,38,79319,1,83.7,88.4,48.1,5,1,0,1,0
C01053,49,66199,2,15.1,40.4,30.8,2,0,1,1,0
C01054,23,83218,1,99.1,58.2,33.3,2,1,1,1,1
C01055,61,47504,2,76.2,34.6,21.7,5,0,1,0,0
C01056,25,39120,2,32.1,32.5,14.6,1,0,0,1,0
C01057,35,35986,3,33.1,26.2,24.6,1,1,0,0,0
C01058,57,59407,1,81.1,49.9,59.8,4,1,1,0,0
C01059,63,40932,2,63.2,29.5,50.4,4,0,1,0,0
C01060,40,28562,3,41.4,53.6,27.1,5,1,0,0,0
C01061,40,15000,3,35.6,33.6,56.8,2,1,1,0,0
C01062,20,65932,2,66.2,34.8,35.3,1,0,0,0,0
C01063,64,57802,2,53.7,34.5,33.6,1,0,1,1,0
C01064,18,61240,2,31.2,58.7,24.8,4,0,0,1,0
C01065,19,56976,2,26.6,26.1,58.4,5,0,0,0,0
C01066,40,23992,3,62.4,44.2,33.2,1,1,0,1,0
C01067,18,36710,2,45.3,39.0,19.0,1,0,0,0,0
C01068,25,48249,2,21.8,41.0,64.5,3,0,1,1,1
C01069,47,60495,1,83.6,44.1,72.1,5,1,1,0,0
C01070,51,56076,2,28.3,40.9,44.6,4,1,1,0,1
C01071,32,30042,3,26.4,51.9,55.2,4,0,0,0,0
C01072,55,68460,2,14.3,39.6,42.4,1,1,0,0,0
C01073,46,54647,2,28.5,66.2,46.7,1,1,1,0,1
C01074,28,30778,3,31.2,40.7,35.7,5,0,0,1,1
C01075,51,23142,3,38.1,14.4,43.8,2,0,1,0,0
C01076,45,44021,2,70.4,49.6,34.6,1,0,1,1,0
C01077,56,55920,2,41.0,45.9,34.8,3,0,0,1,0
C01078,25,45169,2,42.5,40.5,36.4,1,1,0,1,0
C01079,28,53364,2,52.6,36.1,30.2,4,0,0,1,0
C01080,32,36735,2,41.4,8.3,41.1,3,0,0,1,1
C01081,34,62367,1,77.4,68.0,86.3,3,0,1,1,0
C01082,59,28971,3,49.2,64.7,44.8,3,0,0,0,0
C01083,52,30541,3,46.8,31.2,42.7,3,0,1,0,1
C01084,43,18839,3,86.5,54.5,59.0,5,0,1,0,0
C01085,43,29191,3,58.7,16.0,47.6,2,0,0,0,0
C01086,59,21670,3,28.8,24.3,32.5,1,0,0,1,0
C01087,38,25103,3,50.6,50.2,40.4,2,1,0,0,1
C01088,28,33855,3,33.1,38.5,52.0,3,0,0,0,0
C01089,24,60093,2,51.7,48.1,23.6,3,0,1,0,0
C01090,33,59948,2,24.4,39.8,59.2,3,1,1,1,0
C01091,48,118175,1,73.6,72.3,74.8,4,1,0,0,0
C01092,40,41201,2,50.2,29.8,45.8,5,0,0,0,0
C01093,37,37676,2,60.0,22.1,35.1,3,0,1,1,0
C01094,40,40973,2,52.5,61.0,34.4,3,1,1,0,0
C01095,63,46818,2,57.8,63.5,19.4,5,0,0,1,0
C01096,64,20568,2,50.6,24.4,45.9,3,0,0,0,0
C01097,25,75851,1,80.5,64.8,57.1,4,0,0,1,0
C01098,23,21596,3,37.4,34.8,17.7,4,0,1,0,1
C01099,29,29898,3,57.2,45.1,48.9,3,0,0,1,0
C01100,58,87048,1,72.1,74.6,65.8,5,0,0,1,0
C01101,39,67986,1,86.8,53.6,57.2,4,0,0,0,1
C01102,58,57374,2,43.2,39.3,47.0,1,0,1,0,0
C01103,48,29520,3,68.9,38.3,44.6,4,1,1,0,0
C01104,44,20196,3,44.7,76.2,33.9,4,0,1,0,1
C01105,31,70139,1,75.4,46.1,79.9,3,0,0,1,0
C01106,34,15000,3,52.3,64.6,33.0,5,0,0,0,0
C01107,24,58186,1,66.0,64.0,45.7,4,0,1,0,0
C01108,42,40719,2,32.7,47.6,20.0,5,0,0,0,1
C01109,31,25463,3,50.7,11.1,20.5,4,0,1,0,0
C01110,31,61092,1,75.6,74.9,59.1,1,0,1,1,0
C01111,19,69730,1,71.5,67.0,66.5,1,0,0,0,0
C01112,55,34683,2,56.8,40.3,33.3,3,0,1,0,0
C01113,62,52138,2,36.1,24.1,57.9,5,1,1,0,0
C01114,41,27660,3,55.9,51.3,57.8,4,0,0,0,0
C01115,43,27514,3,49.6,54.8,40.3,4,1,0,1,0
C01116,61,80247,1,70.6,48.6,40.0,2,1,0,0,0
C01117,42,49178,1,71.1,51.3,56.2,3,0,1,1,0
C01118,47,21125,3,47.8,24.1,25.0,2,0,1,0,0
C01119,38,44908,2,43.5,45.3,36.1,1,1,0,1,0
C01120,42,22479,3,45.9,66.3,23.8,5,1,1,0,1
C01121,42,50937,2,31.7,41.0,20.6,5,0,0,0,0
C01122,51,108510,1,75.0,46.0,68.8,3,0,1,0,0
C01123,46,30075,3,51.3,36.5,37.0,5,0,1,0,0
C01124,41,60249,1,79.9,57.6,45.9,2,1,0,0,0
C01125,21,58480,2,44.8,49.9,31.2,1,0,0,0,0
C01126,60,58003,2,38.8,38.4,43.3,2,1,0,0,0
C01127,59,39924,2,56.8,46.1,26.3,3,1,1,1,0
C01128,26,60610,2,33.1,47.6,22.0,4,1,0,0,0
C01129,31,47995,2,61.3,45.2,34.2,1,0,0,0,0
C01130,63,16187,3,61.2,48.4,25.1,3,1,0,0,0
C01131,33,27845,3,63.9,27.2,37.2,1,1,0,0,0
C01132,56,52712,2,50.6,26.3,22.6,4,0,1,0,0
C01133,54,75446,1,72.7,72.7,43.8,4,1,0,0,0
C01134,58,24765,3,46.6,39.7,30.8,4,1,0,0,0
C01135,18,20505,3,50.7,32.2,34.9,3,0,0,0,1
C01136,40,57626,2,36.6,43.6,54.6,1,1,1,0,1
C01137,44,49456,2,65.0,53.6,37.4,3,0,1,1,0
C01138,57,52080,2,53.7,57.8,41.1,4,0,1,0,0
C01139,28,87142,1,76.2,78.3,65.7,1,0,0,1,0
C01140,32,35567,2,73.2,20.3,37.7,4,0,1,1,0
C01141,26,38821,2,46.5,22.6,31.7,2,1,1,0,1
C01142,53,15000,3,28.6,35.7,35.4,3,0,0,0,1
C01143,64,28529,3,32.5,41.2,42.8,3,0,0,0,0
C01144,24,17423,3,67.3,36.4,29.0,1,0,1,0,0
C01145,28,51657,2,72.4,31.7,30.2,3,1,1,0,0
C01146,32,54637,2,60.1,35.4,29.2,3,0,0,0,0
C01147,59,28764,3,64.8,47.2,28.9,4,0,1,0,0
C01148,38,17474,3,63.2,20.1,37.1,5,0,1,0,0
C01149,31,49185,2,53.4,75.2,30.6,4,1,0,1,0
C01150,33,35439,3,49.9,40.3,53.0,4,0,1,0,0
C01151,46,114286,1,69.2,71.9,63.7,3,1,1,0,0
C01152,36,31170,3,56.0,31.3,28.2,5,0,1,0,1
C01153,24,86749,1,76.2,62.3,45.1,3,1,0,0,1
C01154,56,59897,1,96.9,89.3,44.1,2,1,1,0,0
C01155,37,58982,2,66.9,52.9,31.8,2,0,1,0,0
C01156,30,76839,1,78.0,65.1,29.8,2,0,1,0,1
C01157,52,91210,1,71.3,61.5,85.1,1,1,1,1,0
C01158,53,67343,1,86.3,63.0,48.3,1,1,0,0,0
C01159,25,47838,2,35.3,54.2,38.8,4,0,1,0,0
C01160,21,26025,3,25.2,41.8,52.4,2,1,0,0,0
C01161,20,84925,1,70.8,51.5,49.2,1,0,0,0,0
C01162,53,56171,2,38.2,69.3,34.4,1,1,1,1,0
C01163,47,21380,3,45.3,67.7,23.3,2,0,1,1,0
C01164,55,53134,1,69.1,35.9,36.3,2,0,0,1,0
C01165,47,112495,1,87.1,48.9,31.9,4,0,0,0,0
C01166,36,40557,3,57.8,50.6,43.2,3,0,0,0,0
C01167,45,27796,3,41.4,46.6,32.8,1,1,1,1,0
C01168,51,33450,2,27.3,62.7,56.2,5,0,1,0,0
C01169,36,20167,3,39.8,59.6,33.1,2,1,1,0,0
C01170,61,90182,1,64.3,77.7,57.1,5,0,0,0,0
C01171,60,66763,2,47.8,74.2,37.6,3,1,1,0,1
C01172,55,17419,3,46.6,54.1,58.2,4,0,0,0,0
C01173,64,48445,2,48.2,34.7,44.0,2,0,1,1,0
C01174,36,26224,3,56.4,31.7,35.6,5,0,1,0,0
C01175,23,60807,2,44.4,58.7,32.9,1,0,1,1,0
C01176,40,22852,3,51.8,28.1,34.8,5,0,0,0,1
C01177,53,30452,2,30.2,33.9,26.3,1,0,0,0,0
C01178,54,57764,2,83.3,36.4,18.6,4,0,1,0,0
C01179,36,102495,1,52.6,75.8,52.4,1,1,0,1,1
C01180,31,78348,1,80.0,86.7,54.4,3,0,1,0,0
C01181,38,27532,3,53.5,20.2,28.6,2,1,0,0,1
C01182,55,70510,1,75.4,51.1,50.1,1,0,1,0,0
C01183,20,63084,1,94.7,57.6,45.0,1,0,0,0,0
C01184,33,100528,1,95.1,53.7,73.7,5,0,0,1,0
C01185,28,87749,1,53.3,54.6,50.2,4,0,0,0,0
C01186,55,28064,3,51.6,59.0,42.9,4,1,1,0,0
C01187,40,68776,2,20.3,49.5,60.3,4,1,1,0,0
C01188,22,18407,3,71.3,59.7,29.7,4,0,1,0,1
C01189,30,68959,1,73.6,65.6,52.9,4,0,0,1,0
C01190,20,51974,2,54.6,43.5,30.4,1,0,1,1,0
C01191,40,42946,2,19.0,56.4,28.3,1,1,1,0,0
C01192,64,59789,2,33.1,77.3,60.7,5,0,0,0,0
C01193,44,23828,3,65.8,36.0,25.8,1,0,0,1,0
C01194,58,18796,3,100.0,51.9,8.2,5,1,1,1,0
C01195,52,25411,3,62.9,39.9,26.5,1,1,0,0,0
C01196,59,83406,1,65.1,72.5,34.9,1,0,0,1,0
C01197,32,98693,1,75.9,61.8,37.3,2,1,1,0,0
C01198,62,54914,2,32.3,7.6,24.7,1,0,0,0,0
C01199,29,55764,2,59.9,37.0,35.4,3,1,1,0,0
C01200,38,27001,3,28.5,55.0,10.4,4,0,1,0,0
C01201,50,47647,2,26.8,28.5,49.4,2,0,0,0,0
C01202,31,41047,2,25.9,53.8,12.5,5,1,0,0,0
C01203,30,26805,3,59.6,42.8,33.5,2,1,1,0,0
C01204,24,22917,3,44.1,37.1,31.1,3,1,0,0,0
C01205,18,113796,1,79.8,59.9,48.4,5,1,1,0,0
C01206,41,106843,1,84.9,70.0,47.2,3,0,1,0,0
C01207,64,57910,2,28.1,46.3,49.2,1,0,0,0,1
C01208,28,54730,2,34.9,55.2,30.7,5,1,0,0,0
C01209,38,48900,2,35.7,43.0,29.4,1,0,1,0,1
C01210,61,34235,2,23.9,15.3,40.0,1,0,1,0,0
C01211,54,23648,3,37.4,34.3,47.4,3,0,0,0,0
C01212,18,25633,3,28.8,12.9,44.9,5,1,0,1,0
C01213,41,52868,2,53.7,49.9,38.9,5,1,0,0,0
C01214,24,55869,2,54.9,53.4,37.8,1,0,1,0,0
C01215,29,61516,2,25.6,54.1,34.6,5,0,1,1,0
C01216,29,41348,2,40.6,47.3,39.9,5,0,0,0,1
C01217,46,41461,2,72.8,54.5,59.4,4,0,1,0,0
C01218,27,68135,2,30.3,16.4,32.1,3,1,0,0,0
C01219,29,59637,2,51.4,38.4,30.6,4,1,1,1,0
C01220,28,72184,1,71.1,53.4,48.3,3,0,0,0,0
C01221,34,77855,1,73.4,38.2,46.4,5,0,0,0,0
C01222,48,77945,1,32.6,80.3,74.8,1,0,0,1,1
C01223,36,25197,3,38.5,56.4,33.4,4,1,0,0,1
C01224,33,55908,2,46.0,49.9,45.6,1,0,1,0,0
C01225,42,130699,1,87.5,50.7,45.3,5,1,0,1,0
C01226,46,26185,3,43.6,25.1,37.2,1,0,0,0,1
C01227,18,58282,2,25.2,42.8,60.3,3,1,0,0,0
C01228,59,28919,2,63.6,56.7,39.0,4,0,1,0,0
C01229,61,21969,3,61.0,46.1,8.1,5,1,0,0,0
C01230,46,104576,1,84.2,74.8,21.3,2,0,0,0,0
C01231,45,88046,1,68.1,50.9,55.9,1,1,1,0,0
C01232,50,15000,2,41.6,11.3,25.4,5,0,0,0,1
C01233,38,93480,1,72.8,31.4,46.2,5,0,1,0,1
C01234,35,73977,2,17.0,29.6,31.5,3,0,0,0,0
C01235,34,40081,1,77.2,86.3,14.0,1,0,1,0,0
C01236,25,110387,1,93.0,67.1,78.6,5,0,1,0,0
C01237,57,24560,1,66.0,65.1,70.8,2,0,1,0,1
C01238,33,61724,2,47.7,43.5,37.6,5,1,0,0,1
C01239,31,79827,1,67.2,68.6,48.2,2,0,0,0,0
C01240,63,33000,1,77.7,64.5,62.6,3,0,1,0,0
C01241,41,27788,3,43.1,30.3,6.1,1,0,1,1,0
C01242,47,64385,2,17.4,47.8,36.0,2,0,0,0,1
C01243,29,54548,2,55.7,35.7,33.2,3,0,1,0,0
C01244,31,91696,1,66.1,81.4,86.7,1,1,1,1,0
C01245,52,44854,2,51.4,44.2,43.7,3,0,1,1,0
C01246,39,26732,2,74.0,45.7,37.9,1,0,1,0,0
C01247,24,58648,2,32.6,18.4,38.8,2,0,0,1,0
C01248,57,114995,1,53.0,86.6,64.3,3,0,1,0,0
C01249,36,32059,3,29.2,39.2,48.8,5,0,1,0,0
C01250,49,15000,3,52.3,24.6,38.3,3,0,1,1,0
C01251,34,49702,1,73.4,56.1,49.7,4,0,0,0,0
C01252,44,63080,1,81.7,53.5,48.2,4,0,0,0,0
C01253,54,48140,1,69.5,71.5,52.6,4,1,0,1,0
C01254,59,50552,2,39.7,18.8,34.9,2,0,0,0,0
C01255,27,87868,1,73.8,67.7,28.1,1,1,1,0,1
C01256,49,16060,3,52.8,33.0,5.4,1,1,0,0,0
C01257,60,29857,3,38.8,42.9,27.2,1,0,0,1,0
C01258,48,28756,3,35.6,41.3,39.1,3,0,1,1,0
C01259,24,43148,2,33.6,33.8,34.3,5,0,0,1,0
C01260,26,23921,3,48.9,33.2,25.7,5,0,1,1,0
C01261,27,41003,1,61.4,87.7,50.7,1,1,0,1,0
C01262,23,45846,2,48.0,54.4,36.5,4,1,0,0,0
C01263,53,50092,2,47.7,44.2,43.6,1,0,0,0,0
C01264,63,26054,3,43.9,61.3,27.3,5,0,1,0,0
